Combination_ID	CADD1	CADD2	CADD3	CADD4	Biol_Dist	ISPP_AR_A	ISPP_AR_B	ISPP_AD_A	ISPP_AD_B	ISPP_XL_A	ISPP_XL_B	HIPred_A	HIPred_B	dn_ds_A	dn_ds_B	BP_similarity	MF_similarity	Mentha_dist	KG_dist	Coexpression
testneg_8932	0.149	-0.359	4.021	-3	13.401	0.0	0.044	0.026	0.049	-0.5	-0.5	0.148	0.275	0.523	0.18	0.038	0.063	None	1.5	None
testneg_8933	2.553	-3	5.441	-3	None	0.089	0.0	0.008	0.008	-0.5	-0.5	0.327	0.112	0.465	1.437	None	0.403	83.617	1.5	None
testneg_8934	1.257	1.257	0.566	-3	None	0.015	0.013	0.0	0.0	-0.5	-0.5	0.233	0.182	0.809	0.88	0.015	0.718	42.585	1.0	None
testneg_8935	-1.014	-3	1.454	-3	50.396	0.081	0.048	0.041	0.006	-0.5	-0.5	0.18	0.251	0.318	0.257	0.003	0.003	70.592	1.0	1.471
testneg_8936	1.469	-3	0.27	-3	None	0.0	0.053	0.0	0.01	0.159	-0.5	0.679	0.507	0.643	0.14	None	0.0	None	2.0	0.986
testneg_8937	2.433	-3	0.54	-3	15.901	0.029	0.049	0.019	0.032	-0.5	-0.5	0.575	0.53	0.286	0.405	0.669	0.202	22.799	1.0	-1.167
testneg_8938	-1.607	-3	-0.535	-3	27.515	0.023	0.013	0.038	0.041	-0.5	-0.5	0.66	0.238	0.273	0.239	0.111	0.925	28.848	1.0	2.083
testneg_8939	3.069	-3	0.152	-0.906	10.833	0.006	0.1	0.015	0.669	-0.5	-0.5	0.58	0.515	0.229	0.389	0.041	0.91	21.178	1.0	None
testneg_8940	0.216	-3	0.644	-3	10.417	0.038	0.089	0.013	0.034	-0.5	-0.5	0.825	0.665	0.285	0.379	0.001	0.63	21.29	1.0	2.991
testneg_8941	2.243	-3	-0.698	-3	19.841	0.08	None	0.013	None	-0.5	-0.5	0.736	None	0.134	None	0.001	0.653	None	None	1.978
testneg_8942	0.399	-3	-0.079	-0.324	None	0.041	None	0.029	None	-0.5	-0.5	0.139	None	0.607	None	None	None	None	None	None
testneg_8943	0.549	-3	1.737	-3	21.966	0.038	0.043	0.0	0.0	-0.5	-0.5	0.332	0.403	0.165	0.439	0.0	0.058	47.607	1.5	0.479
testneg_8944	-1.093	-3	1.794	-3	21.603	0.0	0.019	0.006	0.006	-0.5	-0.5	0.145	0.144	0.535	0.423	0.174	0.051	50.15	1.5	None
testneg_8945	-0.242	-3	2.213	-3	None	0.008	0.022	0.709	0.0	-0.5	-0.5	0.783	0.489	0.173	0.221	0.0	None	None	1.333	-0.217
testneg_8946	0.406	-3	2.065	-3	None	0.051	0.0	0.022	0.0	-0.5	-0.5	0.655	None	0.292	0.26	None	None	None	1.5	None
testneg_8947	3.413	-3	-0.034	-3	None	0.013	0.68	0.03	0.0	-0.5	-0.5	0.544	0.2	0.138	0.659	0.042	0.0	None	1.5	1.471
testneg_8948	0.341	-3	0.089	-3	13.736	0.01	None	0.0	None	-0.5	-0.5	0.461	None	0.53	None	0.179	0.0	None	None	None
testneg_8949	1.994	-3	1.348	-3	6.573	0.061	0.0	0.019	0.0	-0.5	-0.5	0.394	0.146	0.274	0.698	0.006	0.0	None	1.0	None
testneg_8950	0.104	-3	-0.075	-3	14.876	0.014	0.1	0.03	0.095	-0.5	-0.5	0.752	0.8	0.177	0.217	0.188	0.874	9.93	1.0	0.416
testneg_8951	0.708	-3	0.623	-3	20.899	0.03	0.045	0.0	0.006	-0.5	-0.5	0.516	0.715	0.15	0.219	0.005	0.904	26.607	1.0	1.682
testneg_8952	4.221	-3	1.456	-3	19.093	0.104	0.019	0.065	0.0	-0.5	-0.5	0.543	0.17	0.453	0.323	None	0.309	98.231	1.5	-0.871
testneg_8953	3.885	-3	0.807	-3	10.417	0.046	0.055	0.019	0.0	-0.5	-0.5	0.74	0.727	0.144	0.316	None	0.975	13.954	1.0	0.859
testneg_8954	1.979	-3	0.306	-3	None	0.013	0.006	0.013	0.013	-0.5	-0.5	None	0.158	0.083	0.692	0.071	0.12	69.588	1.0	None
testneg_8955	3.555	-3	-0.882	-3	17.218	0.043	0.006	0.0	0.0	-0.5	-0.5	0.146	0.123	0.879	0.481	0.019	None	None	1.5	None
testneg_8956	3.201	-3	-0.03	-3	18.889	0.028	0.045	0.0	0.0	-0.5	-0.5	0.522	0.397	0.263	0.301	0.005	0.405	41.266	1.0	-0.85
testneg_8957	0.915	0.299	0.192	-3	13.514	0.046	0.018	0.0	0.014	-0.5	-0.5	0.204	0.544	0.837	0.183	0.003	0.681	44.57	1.0	-0.344
testneg_8958	3.062	-3	0.035	-3	12.708	0.738	0.05	0.055	0.006	-0.5	-0.5	0.793	0.123	0.074	0.336	0.017	0.022	39.003	1.0	None
testneg_8959	0.048	-3	2.53	0.048	10.238	0.038	0.05	0.0	0.035	-0.5	-0.5	0.756	0.341	0.172	0.359	0.003	0.584	14.306	1.0	1.049
testneg_8960	2.553	2.553	1.875	-3	None	0.036	0.068	0.0	0.0	-0.5	-0.5	0.311	0.282	0.104	0.477	0.008	None	105.822	1.5	-0.829
testneg_8961	1.276	-3	0.425	-3	21.083	0.007	0.0	0.013	0.012	-0.5	-0.5	0.552	0.112	0.196	0.611	0.0	0.068	70.838	1.5	-0.217
testneg_8962	1.119	0.749	-0.182	-3	None	0.027	0.086	0.017	0.0	-0.5	-0.5	0.525	0.694	0.144	0.149	0.002	0.021	None	1.0	None
testneg_8963	2.225	-3	2.225	-0.274	51.963	0.03	0.015	0.571	0.036	-0.5	-0.5	0.481	0.333	0.434	0.279	0.043	0.008	48.77	1.5	-0.492
testneg_8964	0.37	-3	2.275	-3	16.607	0.062	0.0	0.0	0.0	-0.5	-0.5	0.589	0.112	0.133	0.585	0.007	0.002	None	1.5	None
testneg_8965	2.146	-3	-0.543	-3	24.526	0.0	None	0.014	None	-0.5	-0.5	0.627	0.263	0.146	0.444	0.0	0.097	33.543	1.5	None
testneg_8966	0.192	-3	0.489	-3	None	0.009	0.006	0.039	0.0	-0.5	-0.5	0.457	0.123	0.495	0.334	None	0.914	33.528	1.0	None
testneg_8967	0.737	0.215	4.071	-3	11.216	0.017	0.052	0.017	0.036	-0.5	-0.5	0.415	0.522	0.134	0.366	0.005	0.83	30.922	1.0	None
testneg_8968	3.661	-3	-0.073	-3	None	0.048	0.021	0.082	0.0	-0.5	-0.5	0.748	0.17	0.323	0.446	None	None	50.094	1.5	-0.745
testneg_8969	1.054	-3	-1.274	-3	20.833	0.019	0.031	0.006	0.0	-0.5	-0.5	0.233	0.272	0.651	0.205	0.071	0.0	None	1.5	0.606
testneg_8970	2.833	-3	-0.233	-3	12.384	0.033	0.031	0.0	0.0	-0.5	-0.5	0.668	0.644	0.486	0.578	0.048	None	15.252	1.0	-0.513
testneg_8971	2.411	-3	2.411	0.161	16.802	0.039	0.055	0.0	0.047	-0.5	-0.5	0.365	0.204	0.426	0.462	None	0.22	32.541	1.0	None
testneg_8972	1.831	-3	1.831	0.652	12.328	0.066	0.022	0.023	0.0	-0.5	-0.5	0.492	0.162	0.174	0.429	0.0	0.024	94.676	1.5	None
testneg_8973	0.058	-3	-0.149	-3	20.278	0.0	0.655	0.054	0.103	-0.5	-0.5	0.745	0.685	0.109	0.449	0.0	0.0	24.706	1.5	-0.829
testneg_8974	2.541	2.541	0.814	-0.153	27.882	0.013	0.026	0.006	0.025	0.011	-0.5	0.343	0.131	0.525	0.368	0.004	0.0	None	1.5	None
testneg_8975	1.621	-3	-0.067	-3	13.75	0.024	0.029	0.016	0.029	-0.5	-0.5	0.387	0.455	0.815	0.355	0.0	0.623	10.728	1.0	None
testneg_8976	-0.361	-3	1.505	-3	26.199	0.043	0.0	0.013	0.0	-0.5	-0.5	None	0.238	0.416	0.279	0.0	None	53.282	1.5	None
testneg_8977	0.52	-3	0.587	-3	32.937	0.035	0.039	0.0	0.021	-0.5	-0.5	0.492	0.58	0.476	0.286	0.032	0.0	40.49	1.5	None
testneg_8978	3.768	-3	3.635	-3	None	0.748	0.0	0.035	0.0	-0.5	-0.5	0.614	0.219	0.246	0.294	0.014	0.031	25.928	1.5	-0.47
testneg_8979	-0.162	-3	-0.485	-3	22.68	0.013	0.0	0.0	0.682	-0.5	-0.5	0.314	0.112	0.824	0.555	0.002	None	None	1.5	None
testneg_8980	0.216	-3	4.132	-3	42.882	None	0.032	None	0.012	-0.5	-0.5	0.305	0.123	0.427	1.676	0.0	0.226	None	1.5	None
testneg_8981	-0.143	-3	0.073	-3	None	0.056	0.019	0.031	0.0	-0.5	-0.5	0.123	0.367	0.824	0.638	0.0	0.0	None	1.5	None
testneg_8982	-0.472	-3	1.239	-3	11.541	0.698	0.01	0.075	0.009	-0.5	-0.5	0.723	0.112	0.288	0.577	0.0	0.073	32.461	1.0	0.859
testneg_8983	3.836	-3	-1.26	-3	15.208	0.028	0.028	0.058	0.0	-0.5	-0.5	0.739	0.306	0.139	0.501	0.008	0.4	28.523	1.0	0.353
testneg_8984	0.808	0.506	1.069	-3	10.417	0.026	0.015	0.019	0.092	-0.5	-0.5	0.785	0.736	0.12	0.106	0.024	0.0	31.465	1.5	None
testneg_8985	1.317	-3	-0.131	-3	24.569	0.073	0.0	0.0	0.0	-0.5	-0.5	0.328	0.112	0.464	0.561	0.008	0.524	52.137	1.0	None
testneg_8986	1.402	1.402	1.376	-3	20.0	0.025	0.668	0.061	0.047	-0.5	-0.5	0.806	0.662	0.053	0.24	0.014	0.487	32.42	1.0	-1.357
testneg_8987	0.619	-3	0.107	-3	64.437	0.021	0.0	0.017	0.0	-0.5	-0.5	0.289	0.139	0.247	0.402	None	None	None	1.5	1.935
testneg_8988	1.488	-3	2.706	-3	None	0.033	0.006	0.0	0.026	-0.5	-0.5	0.168	0.476	0.235	0.071	None	None	83.684	1.333	None
testneg_8989	2.308	-3	2.308	-0.283	10.229	0.1	0.0	0.035	0.006	-0.5	-0.5	0.17	0.38	0.451	0.774	0.007	0.004	29.731	1.0	None
testneg_8990	-0.069	-3	-0.296	-3	18.726	0.019	0.013	0.01	0.013	-0.5	-0.5	0.563	0.605	0.111	0.28	0.001	0.03	42.119	3.0	-0.576
testneg_8991	3.477	-3	1.357	-3	None	0.019	0.0	0.006	0.025	-0.5	-0.5	0.673	0.148	0.386	1.212	0.004	0.0	43.618	1.0	0.078
testneg_8992	0.785	-3	0.143	-3	None	0.019	0.014	0.0	0.0	-0.5	-0.5	0.699	0.187	0.222	0.728	0.004	0.764	65.874	1.0	0.627
testneg_8993	-0.504	-3	0.334	-3	19.371	0.082	0.116	0.006	0.036	-0.5	-0.5	0.368	0.64	0.495	0.429	0.026	0.016	68.803	1.0	None
testneg_8994	-0.077	-3	1.399	-3	13.201	0.084	0.0	0.025	0.0	-0.5	-0.5	None	0.371	0.503	0.398	0.115	None	32.129	1.5	None
testneg_8995	0.699	-3	0.08	-3	None	0.025	0.006	0.016	0.0	-0.5	-0.5	0.655	0.242	0.124	0.502	None	0.447	50.096	1.0	0.648
testneg_8996	0.105	-3	-0.251	-3	None	0.044	0.043	0.013	0.006	-0.5	-0.5	0.367	0.112	0.368	0.639	0.037	0.0	65.0	1.5	None
testneg_8997	0.481	-3	3.607	-3	10.0	0.028	0.1	0.025	0.661	-0.5	-0.5	0.783	0.54	0.17	0.219	0.024	0.802	31.934	1.0	2.674
testneg_8998	0.021	-3	0.823	-3	None	0.027	0.047	0.025	0.006	-0.5	-0.5	0.825	0.146	0.232	0.442	None	None	25.013	3.0	-0.85
testneg_8999	2.157	-3	2.505	-3	10.417	0.0	0.775	0.028	0.022	-0.5	-0.5	0.742	0.608	0.451	0.169	0.006	0.925	23.746	1.0	-0.112
testneg_9000	0.557	-3	0.842	-3	11.667	0.053	0.011	0.017	0.0	-0.5	-0.5	0.8	0.197	0.093	0.453	0.062	None	16.962	1.5	-2.412
testneg_9001	1.442	-3	-0.608	-3	19.286	0.71	0.173	0.013	0.057	-0.5	-0.5	0.567	0.593	0.162	0.323	0.03	0.119	75.911	1.0	None
testneg_9002	2.926	2.584	0.576	-3	5.0	0.056	0.101	0.033	0.045	-0.5	-0.5	0.474	0.716	0.481	0.196	0.066	0.769	69.946	1.0	0.416
testneg_9003	0.882	-3	0.656	-3	None	0.0	0.028	0.0	0.0	-0.5	-0.5	0.8	0.144	0.129	0.615	0.002	None	85.642	1.5	0.332
testneg_9004	-0.054	-3	0.539	-3	17.783	0.045	0.015	0.19	0.022	-0.5	-0.5	0.825	0.673	0.034	0.057	0.092	0.69	18.362	1.0	-0.344
testneg_9005	0.537	-3	0.28	-3	None	0.015	0.101	0.043	0.013	-0.5	-0.5	0.785	0.112	0.13	1.059	0.02	0.335	44.596	1.0	0.015
testneg_9006	2.158	-3	-0.138	-3	10.0	0.071	0.019	0.031	0.0	-0.5	-0.5	0.833	0.595	0.198	0.16	0.072	0.53	15.943	1.0	-0.745
testneg_9007	0.61	-3	0.595	-3	12.708	0.025	0.011	0.023	0.0	-0.5	-0.5	0.563	0.146	0.143	0.716	0.052	0.967	23.341	1.0	0.627
testneg_9008	0.526	-3	3.894	-3	12.588	0.04	0.036	0.0	0.044	-0.5	-0.5	0.172	0.53	0.548	0.23	0.004	0.043	32.305	1.0	-0.703
testneg_9009	3.457	-3	2.715	-3	18.677	0.054	0.0	0.0	0.0	-0.5	-0.5	0.552	0.112	0.518	0.834	0.008	0.002	43.001	1.5	None
testneg_9010	1.774	0.827	0.224	-3	None	0.047	0.019	0.019	0.022	-0.5	-0.5	0.688	None	0.413	0.668	None	None	72.53	1.5	None
testneg_9011	0.368	-3	2.554	-3	None	0.012	0.008	0.006	0.024	-0.5	-0.5	0.559	0.648	0.205	0.367	0.003	0.078	30.57	1.5	-1.251
testneg_9012	0.721	-3	2.769	-3	5.75	0.0	0.074	0.05	0.021	-0.5	-0.5	0.613	0.463	0.223	0.431	0.061	0.762	17.153	1.0	-0.323
testneg_9013	0.22	-3	4.557	-3	14.268	0.077	0.029	0.056	0.0	-0.5	-0.5	0.756	0.554	0.335	0.162	0.043	0.021	32.607	1.0	2.189
testneg_9014	0.061	-0.453	0.187	-3	14.203	0.045	0.014	0.013	0.0	-0.5	-0.5	0.598	0.208	1.064	0.171	0.041	0.422	38.385	1.0	0.711
testneg_9015	-0.242	-3	2.313	-3	18.883	0.008	0.719	0.709	0.016	-0.5	-0.5	0.783	0.367	0.173	0.268	0.002	0.708	41.299	1.0	0.859
testneg_9016	4.302	-3	-0.573	-3	18.769	0.057	0.062	0.028	0.0	-0.5	-0.5	0.79	0.123	0.16	0.584	0.005	0.023	35.233	1.5	0.627
testneg_9017	3.301	-3	3.214	-3	10.0	0.122	0.046	0.721	0.006	-0.5	-0.5	0.763	0.743	0.114	0.203	0.102	0.896	9.839	1.0	1.07
testneg_9018	1.036	-3	-0.082	-3	34.598	0.025	0.031	0.029	0.036	-0.5	-0.5	0.558	0.623	0.536	0.236	0.004	0.006	54.516	1.333	None
testneg_9019	0.161	-3	1.397	-3	10.229	0.248	0.0	0.113	0.0	-0.5	-0.5	0.481	0.455	0.805	0.306	None	0.85	39.531	1.0	0.838
testneg_9020	1.078	-3	0.745	-3	None	0.577	0.703	0.019	0.0	-0.5	-0.5	0.485	0.27	0.077	0.362	0.016	0.0	77.387	1.0	None
testneg_9021	0.947	0.947	2.341	-3	None	0.054	0.0	0.0	0.0	-0.5	-0.5	0.47	0.199	0.745	0.406	None	None	124.598	1.5	None
testneg_9022	0.267	-3	0.649	-3	None	0.072	0.0	0.027	0.013	-0.5	-0.5	0.39	None	0.244	0.362	None	None	None	1.0	None
testneg_9023	0.985	-3	0.933	-3	10.229	0.038	0.017	0.079	0.006	-0.5	-0.5	0.771	0.112	0.221	0.448	0.306	0.833	24.798	1.0	0.12
testneg_9024	-0.328	-3	0.66	-3	14.677	0.006	0.03	0.006	0.025	-0.5	-0.5	0.609	0.595	0.128	0.168	0.002	0.0	27.092	1.5	4.257
testneg_9025	0.709	-3	0.709	0.139	10.417	0.017	0.043	0.049	0.05	-0.5	-0.5	0.735	0.466	0.175	0.581	0.094	0.023	46.692	1.5	-0.639
testneg_9026	3.918	-3	0.465	-3	19.399	0.116	0.044	0.015	0.076	-0.5	-0.5	0.123	0.509	0.656	0.218	0.0	0.012	61.541	1.0	None
testneg_9027	1.846	-3	0.496	-3	19.444	0.0	0.655	0.012	0.0	-0.5	-0.5	0.112	0.587	0.479	0.18	0.035	0.085	138.131	1.5	0.184
testneg_9028	0.624	-3	1.15	-3	18.63	0.65	0.036	0.012	0.019	-0.5	-0.5	0.648	0.354	0.23	0.434	0.044	0.359	37.262	1.0	1.556
testneg_9029	3.675	3.675	0.846	-3	12.292	0.019	0.107	0.027	0.067	0.101	-0.5	0.737	0.684	0.43	0.51	0.02	0.003	40.065	2.0	None
testneg_9030	0.583	-3	-0.253	-3	20.552	0.047	0.032	0.035	0.0	-0.5	-0.5	0.675	0.251	0.173	0.596	0.0	0.812	7.382	1.0	0.88
testneg_9031	-0.323	-3	4.065	-3	12.31	0.022	0.026	0.0	0.0	-0.5	-0.5	0.875	0.637	0.312	0.467	0.025	0.662	39.36	1.0	-0.766
testneg_9032	1.587	1.587	-0.048	-3	21.944	0.025	0.034	0.006	0.0	-0.5	-0.5	0.744	0.572	0.115	0.16	0.057	0.069	None	1.0	0.817
testneg_9033	-0.331	-3	-0.154	-3	7.262	0.081	0.096	0.023	0.614	-0.5	-0.5	0.526	0.435	0.152	0.359	0.032	0.446	24.476	1.0	1.133
testneg_9034	0.505	-3	-0.131	-3	None	0.087	0.0	0.019	0.0	-0.5	-0.5	0.708	0.112	0.254	1.488	None	None	54.342	1.5	-0.217
testneg_9035	0.127	-3	0.141	0.127	13.146	0.082	0.033	0.07	0.0	-0.5	-0.5	0.61	0.36	0.258	0.411	None	0.502	33.685	1.0	-0.175
testneg_9036	2.656	-3	-0.029	-3	35.272	0.029	0.048	0.013	0.006	-0.5	-0.5	0.59	0.251	0.296	0.257	0.004	0.01	26.606	1.0	-0.323
testneg_9037	0.507	-3	0.565	-3	20.644	0.013	0.019	0.006	0.006	0.721	-0.5	0.431	0.426	0.273	0.364	None	0.6	76.883	1.0	None
testneg_9038	2.152	-3	0.756	-3	5.0	0.047	0.76	0.013	0.019	-0.5	-0.5	0.663	0.561	0.187	0.341	0.04	0.012	66.751	1.0	None
testneg_9039	0.478	0.026	1.64	-3	10.29	0.656	0.086	0.022	0.0	-0.5	-0.5	0.715	0.241	0.121	0.481	0.017	0.765	36.212	1.0	1.724
testneg_9040	0.734	0.734	6.29	-3	28.153	0.0	0.0	0.0	0.0	-0.5	-0.5	0.146	0.112	0.321	0.663	None	0.014	68.958	1.5	None
testneg_9041	0.565	-3	3.632	0.094	10.822	0.056	0.082	0.0	0.029	-0.5	-0.5	0.51	0.477	0.36	0.575	0.142	0.023	34.091	1.0	0.184
testneg_9042	0.676	-3	0.205	-3	None	0.036	0.0	0.05	0.006	-0.5	-0.5	0.785	0.146	0.275	0.503	None	None	None	1.0	None
testneg_9043	0.174	-3	5.925	-3	11.976	0.048	0.021	0.055	0.013	-0.5	-0.5	0.704	0.422	0.206	0.38	0.058	0.091	40.797	1.5	None
testneg_9044	0.686	-3	2.176	-3	None	0.026	0.026	0.025	0.021	-0.5	-0.5	0.579	0.177	0.325	0.26	0.0	0.02	113.065	1.0	None
testneg_9045	0.321	-3	3.023	-3	12.346	0.045	0.12	0.071	0.021	-0.5	-0.5	0.747	0.564	0.199	0.374	0.18	0.783	28.028	1.0	-0.829
testneg_9046	0.413	0.413	-0.042	-3	21.459	0.0	0.013	0.049	0.0	-0.5	-0.5	0.783	0.662	0.238	0.094	0.014	None	60.275	1.5	0.479
testneg_9047	0.094	-3	0.796	-3	10.229	0.028	0.019	0.032	0.0	-0.5	-0.5	0.652	0.53	0.213	0.461	0.0	0.635	12.707	1.0	2.948
testneg_9048	0.664	-3	0.664	0.646	10.0	0.017	0.064	0.0	0.037	-0.5	-0.5	0.462	0.629	0.309	0.868	0.102	0.458	45.708	1.0	0.669
testneg_9049	3.477	-0.056	0.54	-3	None	0.013	0.006	0.069	0.0	-0.5	-0.5	0.153	0.112	0.482	0.556	0.0	0.012	None	1.5	None
testneg_9050	1.248	-3	0.093	-3	19.173	0.014	0.616	0.013	0.014	-0.5	-0.5	0.466	0.473	0.351	0.147	0.005	0.382	47.517	1.0	0.542
testneg_9051	0.999	-3	-0.772	-3	None	0.1	0.01	0.145	0.0	-0.5	-0.5	0.54	0.123	0.179	0.698	0.0	0.716	82.507	1.0	0.5
testneg_9052	0.59	-3	-0.46	-3	None	0.207	0.671	0.042	0.0	-0.5	-0.5	0.744	0.237	0.183	0.64	0.021	0.0	61.218	1.0	0.564
testneg_9053	0.604	-3	0.604	0.546	17.778	0.043	0.006	0.0	0.616	-0.5	-0.5	0.459	0.466	0.165	0.363	0.0	0.0	38.348	1.0	None
testneg_9054	0.3	-3	6.676	-3	23.169	0.013	0.006	0.0	0.006	-0.5	-0.5	0.51	0.123	0.499	1.044	0.045	0.976	29.654	1.0	None
testneg_9055	1.402	-3	4.356	-3	10.833	0.025	0.025	0.061	0.0	-0.5	-0.5	0.806	None	0.053	0.614	0.027	0.351	21.052	1.0	-0.618
testneg_9056	3.002	-3	1.026	-3	4.444	0.043	0.027	0.046	0.025	-0.5	-0.5	0.681	0.825	0.366	0.232	0.024	0.846	8.669	1.0	0.585
testneg_9057	1.294	-3	0.549	-3	None	0.037	0.038	0.0	0.0	-0.5	-0.5	0.654	0.332	0.255	0.165	0.074	None	None	1.333	1.155
testneg_9058	1.92	-0.59	0.388	-3	8.452	0.69	0.025	0.013	0.037	-0.5	-0.5	0.664	0.809	0.357	0.134	0.086	0.0	32.357	1.5	0.12
testneg_9059	1.054	-3	0.138	-3	23.889	0.019	None	0.006	None	-0.5	-0.5	0.233	None	0.651	None	0.026	0.003	None	None	None
testneg_9060	0.621	-3	2.453	-0.347	10.417	0.653	0.025	0.045	0.015	-0.5	-0.5	0.698	0.494	0.335	0.394	0.132	0.477	30.876	1.0	-0.766
testneg_9061	0.452	-3	3.346	0.452	20.244	0.05	0.038	0.0	0.0	-0.5	-0.5	0.146	0.251	1.265	0.269	None	1.0	41.796	1.0	None
testneg_9062	3.292	-3	-0.565	-3	None	0.096	0.019	0.049	0.013	-0.5	-0.5	0.602	0.41	0.222	0.273	0.003	None	59.393	1.5	-0.217
testneg_9063	1.752	-3	1.99	-3	10.833	0.0	0.008	0.727	0.021	-0.5	-0.5	0.837	0.52	0.071	0.074	0.057	0.698	18.125	1.0	-0.281
testneg_9064	0.781	-3	2.477	-3	18.677	0.021	0.681	0.031	0.0	-0.5	-0.5	0.783	0.206	0.142	0.669	0.005	0.431	25.874	1.0	0.458
testneg_9065	1.691	-3	0.082	-3	4.722	0.047	0.681	0.025	0.034	-0.5	-0.5	0.568	0.684	0.216	0.794	0.248	0.526	6.442	2.0	6.979
testneg_9066	2.171	-3	3.416	-3	10.417	0.031	0.069	0.063	0.0	-0.5	-0.5	0.831	0.369	0.288	0.386	0.094	0.599	21.709	1.0	1.323
testneg_9067	3.247	-3	0.304	-3	10.833	0.029	0.006	0.021	0.025	-0.5	-0.5	0.783	0.651	0.167	0.212	0.0	0.01	35.938	1.0	0.817
testneg_9068	-0.136	-3	0.887	-3	10.19	0.016	0.006	0.025	0.006	-0.5	-0.5	0.711	0.453	0.759	0.315	0.302	0.127	34.298	1.0	None
testneg_9069	2.171	-3	2.128	-3	27.912	0.076	0.039	0.062	0.013	-0.5	-0.5	0.864	0.17	0.132	0.326	None	None	None	1.5	None
testneg_9070	0.367	-3	0.85	-3	16.698	0.013	None	0.138	None	-0.5	-0.5	0.831	None	0.282	None	None	0.084	None	None	None
testneg_9071	2.488	-3	-0.547	-3	10.806	0.047	0.006	0.685	0.0	-0.5	-0.5	0.783	0.112	0.15	0.402	0.354	0.074	None	1.0	None
testneg_9072	-0.415	-3	2.497	-3	23.333	0.059	0.097	0.021	0.0	-0.5	-0.5	0.673	0.253	0.059	0.344	0.004	0.975	13.175	1.0	-0.935
testneg_9073	0.573	-3	-0.338	-3	19.093	0.038	0.031	0.006	0.0	-0.5	-0.5	0.301	0.187	0.229	0.845	None	0.0	None	1.5	None
testneg_9074	0.824	-3	2.701	-3	18.333	0.031	0.0	0.0	0.025	-0.5	-0.5	0.187	0.17	0.845	0.853	0.141	0.189	None	1.0	None
testneg_9075	0.552	-3	3.205	-3	52.352	0.054	0.0	0.036	0.013	-0.5	-0.5	0.707	0.144	0.118	0.554	0.046	0.125	65.903	1.0	None
testneg_9076	0.638	-3	3.523	-3	None	0.0	0.703	0.0	0.057	-0.5	-0.5	0.112	0.27	0.737	0.224	None	0.021	47.318	1.5	None
testneg_9077	-0.03	-3	0.029	-3	5.0	0.008	0.088	0.099	0.006	-0.5	-0.5	0.744	0.207	0.119	0.645	0.041	0.647	8.75	1.0	1.049
testneg_9078	0.812	-3	3.659	-3	20.57	0.059	0.639	0.012	0.006	-0.5	-0.5	0.637	0.233	0.231	0.551	0.001	0.899	36.52	1.0	0.88
testneg_9079	2.067	-3	3.616	-3	None	0.03	0.013	0.006	0.023	-0.5	-0.5	0.282	0.123	0.154	0.444	None	None	32.136	1.5	None
testneg_9080	2.159	-3	0.49	-3	None	0.0	0.044	0.009	0.076	-0.5	-0.5	0.112	0.509	0.856	0.218	None	None	None	1.5	None
testneg_9081	-0.284	-3	1.3	-3	11.25	0.03	0.039	0.584	0.019	-0.5	-0.5	0.316	0.39	0.469	0.557	0.1	0.815	21.784	1.0	2.167
testneg_9082	2.144	-3	0.751	-3	17.218	0.006	0.019	0.006	0.024	-0.5	-0.5	0.678	0.52	0.559	0.349	0.211	0.032	19.795	1.0	-0.449
testneg_9083	1.102	-3	3.342	-3	21.389	0.019	0.809	0.006	0.044	-0.5	-0.5	0.391	0.39	0.573	0.243	0.046	0.019	81.908	1.5	None
testneg_9084	1.258	-3	6.842	-3	11.25	0.038	0.02	0.022	0.006	-0.5	-0.5	0.264	0.319	0.563	0.53	None	None	28.759	1.5	None
testneg_9085	3.634	-3	-0.582	-3	None	0.069	0.013	0.0	0.013	-0.5	-0.5	0.448	0.146	0.349	0.43	0.002	0.0	None	1.5	0.226
testneg_9086	1.2	-3	0.775	-3	13.514	0.028	0.119	0.013	0.0	-0.5	-0.5	0.346	0.406	0.442	0.447	0.0	0.0	43.538	1.5	None
testneg_9087	0.351	-3	0.624	-3	13.072	0.088	0.006	0.0	0.0	-0.5	-0.5	0.272	0.17	0.321	0.542	0.03	0.09	75.847	1.5	None
testneg_9088	1.17	-3	4.073	-3	5.0	0.026	0.661	0.013	0.033	-0.5	-0.5	0.783	0.704	0.454	0.377	0.058	0.0	43.224	1.0	-1.125
testneg_9089	0.483	-3	0.573	-3	10.417	0.024	0.006	0.79	0.045	-0.5	-0.5	0.744	0.694	0.095	0.177	0.041	0.493	20.361	1.0	-0.576
testneg_9090	-0.021	-3	0.48	-3	18.713	0.11	0.743	0.027	0.0	-0.5	-0.5	0.694	0.217	0.276	0.741	0.057	0.835	46.931	1.0	-0.766
testneg_9091	1.408	-3	-0.382	-3	13.75	0.041	0.038	0.0	0.688	-0.5	-0.5	0.28	0.389	0.505	0.142	0.032	0.0	70.483	1.5	None
testneg_9092	3.856	-3	3.856	1.121	12.328	0.098	0.0	0.059	0.0	-0.5	0.014	0.17	0.187	0.295	0.353	0.125	0.066	None	1.5	None
testneg_9093	1.768	1.768	1.942	-3	22.888	0.075	0.053	0.03	0.023	-0.5	-0.5	0.527	0.273	0.275	0.694	0.0	None	41.683	1.333	0.12
